dot_number,legal_name,dba_name,expert_label,safer_company_snapshot_url,pc_flag,phy_street,phy_city,phy_state,phy_zip,phy_country,mailing_street,mailing_city,mailing_state,mailing_zip,mailing_country,telephone,fax,email_address,mcs150_date,mcs150_mileage,mcs150_mileage_year,add_date,oic_state,nbr_power_unit,driver_total,recent_mileage,recent_mileage_year,vmt_source_id,private_only,authorized_for_hire,exempt_for_hire,private_property,private_passenger_business,private_passenger_nonbusiness,migrant,us_mail,federal_government,state_government,local_government,indian_tribe,op_other,usdot_status,cargo_carried,num_filings,num_unique_companies,top_company,top_company_share,cancelled_method_count,replaced_method_count,name_changed_method_count,transferred_method_count,first_filing_date,last_filing_date,all_companies,count_cargo,count_bipd,count_broker_bond,count_broker_trust_fund,median_gap_days
1977959,HAZELWOOD ENTERPRISES INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1977959,FALSE,4004 N ALEXANDER DR,BAYTOWN,TX,77520,US,P O BOX 838,BAYTOWN,TX,77522,US,(281) 837-9133,,,23-Dec-09,,,23-Dec-09,TX,1,1,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,DIRT GRAVEL CLAY,,,,,,,,,,,,,,,,
4225737,PULIDO & SON TRANSPORTATION LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4225737,FALSE,1531 APPERSON CT,CORCORAN,CA,93212,US,1531 APPERSON CT,CORCORAN,CA,93212,US,(559) 469-6347,,YINPULIDO1961@GMAIL.COM,30-Jan-25,,,15-Apr-24,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Construction; DIRT, SAND, GRAV",,,,,,,,,,,,,,,,
4350741,GALTOR LLC,HAMBURGUESAS HOT DOGS Y ANTOJITOS LOS PERRONES,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4350741,FALSE,2636 SWALE RUN,COLORADO SPRINGS,CO,80916-4379,US,2636 SWALE RUN,COLORADO SPRINGS,CO,80916-4379,US,(719) 209-6997,,TORRESAMERICA022@GMAIL.COM,23-Jan-25,,,23-Jan-25,CO,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Fresh Produce; Meat; Refrigerated Food,,,,,,,,,,,,,,,,
4054912,JD MOVING SERVICES LLC,,GREAT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4054912,FALSE,820 PARK ROW PMB 402,SALINAS,CA,93901,US,820 PARK ROW PMB 402,SALINAS,CA,93901,US,(831) 737-6683,,GORTIZ83189@GMAIL.COM,15-Dec-23,11000,2022,3-Apr-23,CA,1,2,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Household Goods,,,,,,,,,,,,,,,,
4159926,DRIVERS LUXURY LOGISTICS LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4159926,FALSE,795 COURMIER ST,VIDOR,TX,77662-9167,US,795 COURMIER ST,VIDOR,TX,77662-9167,US,(832) 939-5519,,DRIVERSLUXURYLLC@GMAIL.COM,21-Nov-23,,,21-Nov-23,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Motor Vehicles,,,,,,,,,,,,,,,,
4155383,REDSTONE TRUCKING INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4155383,FALSE,1304 ROYALTY WAY,CLOVIS,CA,93619,US,1304 ROYALTY WAY,CLOVIS,CA,93619,US,(209) 972-1008,,REDSTONETRUCKINGINC@GMAIL.COM,21-Apr-25,53000,2024,9-Nov-23,CA,1,2,53000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,2,2,"A-ONE COMMERCIAL INSURANCE RRG, INC",0.5,2,0,0,0,11/17/23,6/10/25,"A-ONE COMMERCIAL INSURANCE RRG, INC, EVERSPAN INDEMNITY INSURANCE COMPANY",0,2,0,0,571
4300830,JUICE RUNNER TRANSPORT LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4300830,FALSE,9608 WESTMERE LN,FORT WORTH,TX,76108,US,9608 WESTMERE LN,FORT WORTH,TX,76108-4438,US,(817) 724-2811,,JUICERUNNER2020@GMAIL.COM,24-Sep-24,,,24-Sep-24,TX,1,12,0,0,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Fresh Produce; Garbage/Refuse; General Freight; Household Goods; Intermodal Cont.; Liquids/Gases; Logs, Poles, Beams, Lumber; Machinery, Large Objects; Meat; US Mail; Utilities",,,,,,,,,,,,,,,,
2983716,SCOTT DAVIS,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2983716,FALSE,7601 SETTLERS TRAIL,SHINGLE SPRINGS,CA,95682,US,7601 SETTLERS TRAIL,SHINGLE SPRINGS,CA,95682,US,(916) 494-1322,(916) 404-5280,SDAVIS@DAVISCONSTRUCT.NET,15-Jul-21,20000,2020,9-Mar-17,CA,1,2,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Garbage/Refuse; General Freight,,,,,,,,,,,,,,,,
3210029,ALL ABOUT WOOD HARDWOOD FLOORS INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3210029,FALSE,14520 ARMINTA ST,PANORAMA CITY,CA,91402,US,14520 ARMINTA ST,PANORAMA CITY,CA,91402-6004,US,(818) 787-2484,,ALLABOUTWOOD47@YAHOO.COM,12-Nov-18,1,2017,7-Nov-18,CA,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"General Freight; Logs, Poles, Beams, Lumber",,,,,,,,,,,,,,,,
2824672,DONALDSON & LANDRY INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2824672,FALSE,8916 NE VANCOUVER WAY,PORTLAND,OR,97211,US,8916 NE VANCOUVER WAY,PORTLAND,OR,97211,US,(503) 799-0184,(360) 891-0597,ZALPYS@AOL.COM,6-Feb-24,10000,2023,10-Nov-15,OR,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,,,,,,,,,,,,,,,,,,
4040901,WATCH YOUR TOWS LLC,WATCH YOUR TOWS,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4040901,FALSE,605 CAREY AVE,CHEYENNE,WY,82007-1381,US,605 CAREY AVE,CHEYENNE,WY,82007-1381,US,(307) 757-8830,,WATCHYOURTOWS@GMAIL.COM,8-Mar-23,,,8-Mar-23,WY,1,2,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Drive/Tow away; General Freight,,,,,,,,,,,,,,,,
3908643,CHERRY CREEK INVESTORS LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3908643,FALSE,65 NE OAK ST STE 100,MADRAS,OR,97741-1814,US,65 NE OAK ST STE 100,MADRAS,OR,97741-1814,US,(541) 325-1059,(541) 416-9570,HOMETOWNDRUGSMADRAS@GMAIL.COM,28-Jun-22,,,28-Jun-22,OR,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"General Freight; Grain, Feed, Hay; Livestock",,,,,,,,,,,,,,,,
2653259,ZUPEK S INC,IRVINE RANCH MARKET,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2653259,FALSE,2651 IRVINE AVE SUITE J,COSTA MESA,CA,92627,US,2651 IRVINE AVE SUITE J,COSTA MESA,CA,92627,US,(949) 631-4404,(949) 631-0329,IRVINERANCH2651@GMAIL.COM,16-Sep-25,30000,2024,12-Jun-15,CA,1,2,30000,2024,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Fresh Produce,,,,,,,,,,,,,,,,
3599315,FUTURE LEADERS YOUTH FLY TRANSPORTATION SERVICE LLC,NONE,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3599315,TRUE,3829 CIBOLO DR,FORT WORTH,TX,76133-5548,US,3829 CIBOLO DR,FORT WORTH,TX,76133-5548,US,(817) 242-4764,,LLWADE@FLYTRANSPORTATIONSERVICE.ORG,15-Aug-22,10,2022,27-Mar-21,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,Inactive USDOT Number per 49 CFR 390.19(b)(4); Biennial update of MCS-150 data not completed,Passengers,,,,,,,,,,,,,,,,
1101107,KUNDEL FARMS,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1101107,FALSE,2601 E 2ND ST,DULUTH,MN,55812,US,2601 E 2ND ST,DULUTH,MN,55812,US,(218) 726-5340,(218) 726-5340,,30-Jan-03,4000,2002,27-Feb-03,MN,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Agricultural/Farm Supplies,,,,,,,,,,,,,,,,
1109515,RICHARD H KLAGES & PAUL PIPER,A 1 AQUADUCT,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1109515,FALSE,83863 OLLKOT LANE,JOSEPH,OR,97846,US,P O BOX 941,JOSEPH,OR,97846,US,(541) 432-4008,(541) 432-0157,RKFLYBOY57@YAHOO.COM,30-May-03,0,,20-Mar-03,OR,1,2,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,WATER TANKER,,,,,,,,,,,,,,,,
1093164,JAMES CHRISTENSEN,JAMES CHRISTENSEN DISTRIBUTING,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1093164,FALSE,909 7TH STREET NW,KASSON,MN,55944,US,909 7TH STREET NW,KASSON,MN,55944,US,(507) 288-9280,(507) 288-2472,,10-Jan-03,10000,2002,3-Feb-03,MN,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
1333819,DARIN WHITTINGTON,DCS DEVELOPMENT LLC,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1333819,FALSE,15951 NASHVILLE STREET,HUDSON,CO,80642,US,15951 NASHVILLE STREET,HUDSON,CO,80642,US,(303) 659-6653,,DARINWHIT@YAHOO.COM,13-Aug-20,2000,2019,16-Feb-05,CO,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
3505689,TKS COOK LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3505689,FALSE,750 COUNTY ROAD 127,GEORGETOWN,TX,78626-2703,US,750 COUNTY ROAD 127,GEORGETOWN,TX,78626-2703,US,(360) 981-9222,,TKSCOOKLLC@GMAIL.COM,15-Oct-20,,,15-Oct-20,TX,1,2,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; General Freight,,,,,,,,,,,,,,,,
3476740,LA MIRADA TRANSPORT LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3476740,FALSE,980 PRIVATE ROAD 4732,RHOME,TX,76078,US,786 FOUR SEASONS BLVD,AURORA,IL,60504,US,(214) 432-7282,,SAFETY.LAMIRADA@GMAIL.COM,19-Jun-25,98562,2025,26-Aug-20,TX,1,2,98562,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,10,3,LANCER INSURANCE COMPANY,0.5,7,3,0,0,11/5/20,7/17/25,"LANCER INSURANCE COMPANY, PROGRESSIVE COUNTY MUTUAL, SENTRY SELECT INSURANCE COMPANY",0,10,0,0,209
3087500,ELITE INSULATION INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3087500,FALSE,24132 MN 22,LITCHFIELD,MN,55355-1313,US,24132 MN 22,LITCHFIELD,MN,55355-1313,US,(320) 693-2193,(320) 693-9167,BROOKS@ELITEINSULATIONINC.COM,22-Feb-19,,,18-Jan-18,MN,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Construction,,,,,,,,,,,,,,,,
1153345,EAGLE WINDOW & DOOR CO,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1153345,FALSE,3008 DIADEM DRIVE,LINCOLN,NE,68516,US,PO BOX 22163,LINCOLN,NE,68542,US,(402) 430-6882,(402) 421-3381,,23-Jul-03,0,,23-Jul-03,NE,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials,,,,,,,,,,,,,,,,
2690974,LUAS HVAC APPLIANCE REPAIR INC,LUAS HVAC,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2690974,FALSE,4650 MY PLACE ROAD,NEEDLES,CA,92363,US,P O BOX 3339,NEEDLES,CA,92363,US,(714) 632-1966,,,11-Sep-25,85813,2024,12-Jun-15,CA,0,2,85813,2024,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
4207324,NAVAS CONSTRUCTION LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4207324,FALSE,147 E 4TH ST,HASTINGS,NE,68901-5225,US,147 E 4TH ST,HASTINGS,NE,68901-5225,US,(308) 258-1488,,NAVASV.GT@GMAIL.COM,9-Mar-24,,,9-Mar-24,NE,0,2,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Garbage/Refuse; General Freight; Metal: sheets, coils, rolls; Utilities",,,,,,,,,,,,,,,,
1971273,KEN'S TREE SERVICE LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1971273,FALSE,6224 EVERSON GOSHEN ROAD,EVERSON,WA,98247,US,PO BOX 5,EVERSON,WA,98247,US,(360) 966-3234,,KENSTREE1@GMAIL.COM,29-Jul-20,20000,2019,1-Dec-09,WA,3,1,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EQUIPMENT TO DO TREE CARE AND,ACTIVE,EQUIPMENT,,,,,,,,,,,,,,,,
2848081,DOUGLAS F MANNING,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2848081,FALSE,29601 PINECREST DR,WILLITS,CA,95490,US,PO BOX 1604,WILLITS,CA,954901604,US,(707) 459-5717,,,,,,12-Feb-16,CA,2,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
2752590,DARYL R HELLER,DARYL HELLER TRUCKING,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2752590,FALSE,1060 AIRPORT BLVD,SANTA ROSA,CA,95403,US,16205 RIO NIDO ROAD,GUERNEVILLE,CA,95446,US,(707) 695-2774,,,,,,1-Jul-15,CA,2,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
4045911,A&A TEXAS TRUCKING LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4045911,FALSE,1117 AVENIDA DE MEXICO,ODESSA,TX,79761,US,1117 AVENIDA DE MEXICO,ODESSA,TX,79761,US,(432) 599-4281,,TEXAS.TRUCKING2023@GMAIL.COM,17-Jan-25,20824,2024,16-Mar-23,TX,2,1,20824,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,WATER,5,2,PROGRESSIVE COUNTY MUTUAL,0.8,3,2,0,0,4/27/23,7/12/24,"PROGRESSIVE COUNTY MUTUAL, SOUTHWIND RISK RETENTION GROUP INC",0,5,0,0,38.5
3332652,IRONWHEEL RANCH,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3332652,FALSE,30501 COUNTY ROAD 14,LAMAR,CO,81052-9594,US,30501 COUNTY ROAD 14,LAMAR,CO,81052-9594,US,(719) 940-1036,(719) 336-5711,IRONWHEEL@CMINET.NET,26-Jul-24,100,2019,10-Sep-19,CO,1,1,100,2019,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Agricultural/Farm Supplies; Grain, Feed, Hay; Metal: sheets, coils, rolls",,,,,,,,,,,,,,,,
2620944,NEW VALLEY DISTRIBUTION LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2620944,FALSE,2524 INDUSTRIAL ROWE,TURLOCK,CA,95380,US,2524 INDUSTRIAL ROWE,TURLOCK,CA,95380,US,(209) 632-3408,,SHERRI@NEWVALLEYDIST.COM,17-Aug-17,,,17-Apr-15,CA,2,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,FROZEN YOGURT/TO,,,,,,,,,,,,,,,,
1864920,JUAN MANUEL DIAZ,B&M TRUCKING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1864920,FALSE,3497 WATERSIDE,EL PASO,TX,79936,US,3497 WATERSIDE,EL PASO,TX,79936,US,(915) 261-6987,,MANOLOGSXR@YAHOO.COM,28-Sep-24,42400,2023,13-Mar-09,TX,1,1,42400,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction; SAND & GRAVEL,,,,,,,,,,,,,,,,
1114373,MEIDINGER TRUCKING INCORPORATED,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1114373,FALSE,49205 KANGAS RD,SEBEKA,MN,56477,US,49205 KANGAS RD,SEBEKA,MN,56477,US,(218) 837-5264,,,2-Apr-03,45000,2002,2-Apr-03,MN,2,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
1654460,JOHN MASLOSKIE,MASLOSKIE CONSTRUCTION INC,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1654460,FALSE,4320 SNOWDRIFT LANE,OMAHA,NE,68152,US,4320 SNOWDRIFT LANE,OMAHA,NE,68152,US,(402) 455-3269,,MASLOSKIECONST@MSN,28-Dec-22,20000,2020,11-Jun-07,NE,2,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Construction; Garbage/Refuse; General Freight,,,,,,,,,,,,,,,,
2442413,BEAU HARDCASTLE LOGISTICS LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2442413,FALSE,130 MESQUITE CIRCLE,BEEVILLE,TX,78102,US,130 MESQUITE CIRCLE,BEEVILLE,TX,78102,US,(361) 254-2811,,,1-Oct-13,,,1-Oct-13,TX,2,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"AGGREGATES; General Freight; Logs, Poles, Beams, Lumber; Oilfield Equipment",,,,,,,,,,,,,,,,
2780248,JOSE R PEREZ,EAGLE TRUCKING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2780248,FALSE,218 SUNSET LOOP,EAGLE PASS,TX,78852,US,218 SUNSET LOOP,EAGLE PASS,TX,78852,US,(432) 894-9027,,,9-Jul-15,,,9-Jul-15,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,DIRT SAND AND GR,,,,,,,,,,,,,,,,
3462936,BULLDOG DISPOSAL LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3462936,FALSE,1532 S INDUSTRIAL RD,SALT LAKE CTY,UT,84104,US,7203 W SILHOUETTE LN,WEST VALLEY CITY,UT,84081,US,(801) 835-8323,,BULLDOGDISPOSALUTAH@GMAIL.COM,30-Jun-23,15000,2023,31-Jul-20,UT,2,1,15000,2023,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Household Goods; OTHER,,,,,,,,,,,,,,,,
3261152,K SCHWARZ CONSTRUCTION INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3261152,FALSE,33251 CHURCH RD,WARREN,OR,97053,US,PO BOX 1173,ST HELENS,OR,97051,US,(503) 730-9728,(503) 730-9728,BIGDIGGER66@GMAIL.COM,6-Feb-23,12000,2022,20-Mar-19,OR,2,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Construction; General Freight,,,,,,,,,,,,,,,,
3177601,BRAUN'S TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3177601,FALSE,3081 54TH AVE NE,ALBANY,OR,97321,US,3081 54TH AVE NE,ALBANY,OR,97321-7304,US,(503) 505-2458,,BRAUNSTRUCKINGLLC@YAHOO.COM,7-Sep-25,96149,2024,23-Aug-18,OR,2,1,96149,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Beverages; Building Materials; Fresh Produce; General Freight; Household Goods; Paper Products,,,,,,,,,,,,,,,,
3502698,RESPONSIVE HAULING INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3502698,FALSE,28859 VENUS ST,HAYWARD,CA,94544,US,28859 VENUS ST,HAYWARD,CA,94544,US,(510) 695-8001,,RICARDO@RESPONSIVEHAULING.COM,3-Feb-23,,,11-Oct-20,CA,2,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Garbage/Refuse,,,,,,,,,,,,,,,,
1763413,LC ENTERPRISES,BS DISPOSAL,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1763413,FALSE,8371 COLENE DRIVE,SANDY,UT,84094,US,8371 COLENE DRIVE,SANDY,UT,84094,US,(801) 208-8777,(801) 562-9504,BSDISPOSAL@GMAIL.COM,21-Apr-08,10000,2007,21-Apr-08,UT,2,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Garbage/Refuse,,,,,,,,,,,,,,,,
4449382,ILY TRUCKING LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4449382,FALSE,11835 MORNING DEW LN,HOUSTON,TX,77067-2109,US,11835 MORNING DEW LN,HOUSTON,TX,77067-2109,US,(501) 482-8292,,LUCIARANGELY@GMAIL.COM,6-Aug-25,,,6-Aug-25,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,OTHER,,,,,,,,,,,,,,,,
